class,org,org_type,pi_first,pi_sur,pclass,status,owner,end,grant,scheme,start,total
Magnetism/Magnetic Phenomena,Loughborough University,LEAD ORGANISATION,A,Alexandrov,"Supercond, magn. &quant.fluids",Closed,EPSRC,2/28/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,160723.95
Mantle & Core Processes,Durham University,LEAD ORGANISATION,Colin,Macpherson,,Closed,NERC,2/28/2009,Research Grant,Standard Grants Pre FEC,3/1/2006,208792.34
Fundamentals of Computing,University of Edinburgh,LEAD ORGANISATION,Mary,Cryan,Info. & commun. Technol.,Closed,EPSRC,3/31/2009,Research Grant,First Grant Scheme Pre-FEC,3/1/2006,80933.4792
Artificial Intelligence,The University of Manchester,LEAD ORGANISATION,Norman,Paton,,Closed,EPSRC,4/30/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,178212.01
Logic & Combinatorics,Aston University,LEAD ORGANISATION,Michal,Konecny,,Closed,EPSRC,5/31/2009,Research Grant,First Grant Scheme Pre-FEC,3/1/2006,121495.1486
Heat & Mass Transfer,Wieland-Werke AG,PROJECT PARTNER,Peter,Kew,Mechanical engineering,Closed,EPSRC,5/31/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,230787.6
Palaeoenvironments,University of St Andrews,LEAD ORGANISATION,Michael,Bird,Climate & climate change,Closed,NERC,7/31/2009,Research Grant,Standard Grants Pre FEC,3/1/2006,222982.76
Microsystems,GSPK Design,COLLABORATOR,A,Purvis,Info. & commun. Technol.,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,242282.38
Materials Processing,University of Surrey,LEAD ORGANISATION,Geoffrey,Grime,Materials processing,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,256844.5012
Materials Characterisation,Imperial College London,LEAD ORGANISATION,John,Pendry,Materials sciences,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,474256.44
Construction Ops & Management,Castle Cement,PROJECT PARTNER,Geoffrey,Allen,,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),3/1/2006,110046.576
Software Engineering,University of Oxford,LEAD ORGANISATION,Samson,Abramsky,,Closed,EPSRC,2/28/2010,Research Grant,Platform Grants (Pre-FEC),3/1/2006,431106.94
Materials Synthesis & Growth,University of Cambridge,LEAD ORGANISATION,Michael,Pepper,Materials sciences,Closed,EPSRC,2/28/2010,Research Grant,Standard Research (Pre-FEC),3/1/2006,4396812.179
Scattering & Spectroscopy,CERN,PROJECT PARTNER,Paul,Nolan,Atomic & molecular physics,Closed,EPSRC,2/28/2010,Research Grant,Standard Research (Pre-FEC),3/1/2006,1063702.014
Instrumentation Eng. & Dev.,University Hospitals of Leicester NHS Trust,COLLABORATOR,Nigel,Bannister,Chemical measurement,Closed,EPSRC,2/28/2011,Research Grant,Standard Research (Pre-FEC),3/1/2006,543676.094
Materials Synthesis & Growth,Qinetiq Ltd,COLLABORATOR,John,Goodby,Materials sciences,Closed,EPSRC,2/28/2011,Research Grant,Platform Grants (Pre-FEC),3/1/2006,423562.81
Optical Phenomena,Imperial College London,LEAD ORGANISATION,Paul Nicholas,Stavrinou,"Optics, photonics & lasers",Closed,EPSRC,2/28/2011,Research Grant,Standard Research (Pre-FEC),3/1/2006,229871.56
Development (Biosciences),University of Nottingham,LEAD ORGANISATION,Markus,Owen,,Closed,EPSRC,5/1/2009,Research Grant,Standard Research (Pre-FEC),3/2/2006,63348.5
Catalysis & Applied Catalysis,University of York,COLLABORATOR,Peter,Styring,Catalysis & surfaces,Closed,EPSRC,7/2/2008,Research Grant,Standard Research (Pre-FEC),3/3/2006,60316.7744
Non-linear Systems Mathematics,University of Nottingham,LEAD ORGANISATION,Giles,Richardson,,Closed,EPSRC,3/6/2007,Research Grant,Standard Research (Pre-FEC),3/7/2006,10019.7118
Vision & Senses - ICT appl.,Glasgow Caledonian University,LEAD ORGANISATION,Alexander,Logvinenko,Info. & commun. Technol.,Closed,EPSRC,9/7/2009,Research Grant,Standard Research (Pre-FEC),3/8/2006,172441.945
Scattering & Spectroscopy,University of Nottingham,LEAD ORGANISATION,Edward,Armour,Atomic & molecular physics,Closed,EPSRC,3/7/2010,Research Grant,Standard Research (Pre-FEC),3/8/2006,75583.84
Catalysis & Applied Catalysis,University of Birmingham,LEAD ORGANISATION,Melanie,Britton,Catalysis & surfaces,Closed,EPSRC,3/14/2009,Research Grant,First Grant Scheme Pre-FEC,3/15/2006,125587.55
Surfaces & Interfaces,University of Birmingham,LEAD ORGANISATION,Sarah,Horswell,Catalysis & surfaces,Closed,EPSRC,9/14/2009,Research Grant,First Grant Scheme Pre-FEC,3/15/2006,121352.3
Biogeochemical Cycles,Lancaster University,LEAD ORGANISATION,F.I.,Woodward,,Closed,NERC,9/14/2009,Research Grant,Directed Pre FEC,3/15/2006,10471.24
High Performance Computing,University of Exeter,LEAD ORGANISATION,Philippe,Young,"Tools, technologies & methods",Closed,EPSRC,3/15/2008,Research Grant,Standard Research (Pre-FEC),3/16/2006,138919.2818
Cognitive Science Appl. in ICT,University of Glasgow,LEAD ORGANISATION,Frank,Pollick,,Closed,EPSRC,6/19/2006,Research Grant,Standard Research,3/20/2006,4582.07
Chemical Synthetic Methodology,University of Edinburgh,LEAD ORGANISATION,David,Leigh,,Closed,EPSRC,3/19/2009,Research Grant,Standard Research (Pre-FEC),3/20/2006,518035.16
Plasmas - Technological,University of Liverpool,LEAD ORGANISATION,James,Bradley,Plasma physics,Closed,EPSRC,6/24/2006,Research Grant,Overseas Travel Grants Pre-FEC,3/25/2006,13313.78
Fundamentals of Computing,University of Leeds,LEAD ORGANISATION,Natalia,Shakhlevich,Info. & commun. Technol.,Closed,EPSRC,6/26/2009,Research Grant,Mathematics Small Grant PreFEC,3/27/2006,9960.09
Data Handling & Storage,University of Nottingham,FELLOW,Michael,Merrifield,Astronomy Observation,Closed,STFC,3/30/2009,Fellowship,Senior Research,3/31/2006,118692.06
Optical Devices & Subsystems,Rolls Royce Group Plc,COLLABORATOR,Matthew,Clark,Electrical engineering,Closed,EPSRC,3/30/2009,Research Grant,Standard Research (Pre-FEC),3/31/2006,305913.0964
Biomaterials,The University of Manchester,LEAD ORGANISATION,Nicola,Tirelli,Atomic & molecular physics,Closed,EPSRC,9/29/2009,Research Grant,Standard Research (Pre-FEC),3/31/2006,358825.33
Materials Characterisation,Imperial College London,LEAD ORGANISATION,Thomas,Anthopoulos,Materials sciences,Closed,EPSRC,3/23/2010,Fellowship,Advanced Fellowship (Pre-FEC),3/31/2006,238760.7
Electronic Devices & Subsys.,Building Research Establishment Ltd BRE,PROJECT PARTNER,Susan,Taylor,Info. & commun. Technol.,Closed,EPSRC,3/30/2010,Research Grant,Standard Research (Pre-FEC),3/31/2006,244788.4176
Mantle & Core Processes,University College London,LEAD ORGANISATION,Dario,Alfe,,Closed,EPSRC,9/29/2011,Fellowship,EURYI,3/31/2006,923637.26
Numerical Analysis,University of Bath,LEAD ORGANISATION,Chris,Budd,,Closed,EPSRC,9/30/2006,Research Grant,Standard Research (Pre-FEC),4/1/2006,46008.8988
Fundamentals of Computing,University of Cambridge,LEAD ORGANISATION,Pawel,Sobocinski,Info. & commun. Technol.,Closed,EPSRC,2/28/2007,Fellowship,Postdoc Research Fellowship,4/1/2006,209614.78
Software Engineering,University of Southampton,LEAD ORGANISATION,Dave,Cliff,,Closed,EPSRC,3/31/2007,Fellowship,Professorial Research Fellowsh,4/1/2006,90862.48
Civil Engineering Materials,Imperial College London,LEAD ORGANISATION,Nick,Buenfeld,Materials processing,Closed,EPSRC,3/31/2007,Research Grant,Standard Research (Pre-FEC),4/1/2006,397796.74
Pollution,University of Plymouth,LEAD ORGANISATION,Richard Daniel,Handy,,Closed,NERC,3/31/2007,Research Grant,Small Grants (FEC),4/1/2006,60391.38
Mantle & Core Processes,University of Leeds,LEAD ORGANISATION,Gregory,Houseman,,Closed,NERC,3/31/2007,Research Grant,Small Grants Pre FEC,4/1/2006,30791.3
Optical Devices & Subsystems,University of Surrey,LEAD ORGANISATION,Graham,Reed,Electrical engineering,Closed,EPSRC,9/30/2007,Research Grant,Standard Research (Pre-FEC),4/1/2006,59820.3576
Bioinformatics,University of Oxford,LEAD ORGANISATION,Paul,Jeffreys,,Closed,EPSRC,3/31/2008,Research Grant,Standard Research (Pre-FEC),4/1/2006,269489.89
Fusion,EURATOM/CCFE,LEAD ORGANISATION,Christopher,Llewellyn-Smith,Atomic & molecular physics,Closed,EPSRC,3/31/2008,Research Grant,Fusion,4/1/2006,46433000
Sustainable Energy Networks,Dryden Street Nursery,PROJECT PARTNER,I,Cotton,Energy,Closed,EPSRC,3/31/2008,Research Grant,PPE PreFEC,4/1/2006,54176.2416
Vision & Senses - ICT appl.,Goldsmiths College,LEAD ORGANISATION,Geraint,Wiggins,Info. & commun. Technol.,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,285684.5232
Materials Characterisation,University College London,LEAD ORGANISATION,Nora,De Leeuw,Materials sciences,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,205266.44
Materials Characterisation,University College London,LEAD ORGANISATION,Paul,Warburton,Materials sciences,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,242348.0716
Mathematical Physics,Loughborough University,LEAD ORGANISATION,Evgeny,Ferapontov,Mathematical sciences,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,180939.14
Galactic & Interstellar Astron,The University of Manchester,LEAD ORGANISATION,James,Gilmour,,Closed,STFC,3/31/2009,Research Grant,Standard,4/1/2006,1614832.89
Galactic & Interstellar Astron,University of St Andrews,LEAD ORGANISATION,Andrew Collier,Cameron,,Closed,STFC,3/31/2009,Research Grant,Standard,4/1/2006,1360726.4
Extra-Galactic Astron.&Cosmol.,University of Portsmouth,LEAD ORGANISATION,Roy,Maartens,,Closed,STFC,3/31/2009,Research Grant,Visiting Researcher,4/1/2006,15824.68
Statistics & Appl. Probability,Dynamic Structures and Systems Ltd,PROJECT PARTNER,Andrew,Moorhouse,,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,95917.18
Civil Engineering Materials,Castle Cement,PROJECT PARTNER,Geoffrey,Allen,Materials processing,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,224769.97
Materials Characterisation,Los Alamos National Laboratory,PROJECT PARTNER,John,Durrell,Materials sciences,Closed,EPSRC,3/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,141956.39
Reactor Engineering,Cardiff University,LEAD ORGANISATION,Graham,Hutchings,,Closed,EPSRC,6/30/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,98746.17
Structural Engineering,Arup Group Ltd,COLLABORATOR,Aleksandar,Pavic,,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,271460.8354
Materials Processing,RhoMap,COLLABORATOR,Brian Keith,Tanner,Materials processing,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,157969.9514
Plasmas - Laser & Fusion,University of St Andrews,COLLABORATOR,Alan,Phelps,Plasma physics,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,295640.2632
Optical Devices & Subsystems,University of Southampton,LEAD ORGANISATION,Wei,Loh,Electrical engineering,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,259054.88
Image & Vision Computing,University of Bath,LEAD ORGANISATION,Peter,Hall,Info. & commun. Technol.,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,275797.01
Materials Characterisation,University of York,LEAD ORGANISATION,Steven,Tear,Materials sciences,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),4/1/2006,287027.5212
Ecosystem Scale Processes,NERC Centre for Ecology and Hydrology,LEAD ORGANISATION,Mathew,Williams,Terrest. & freshwater environ.,Closed,NERC,3/31/2010,Research Grant,Directed Pre FEC,4/1/2006,271776.21
Ocean - Atmosphere Interact.,University of Sheffield,LEAD ORGANISATION,John Adrian,Pyle,,Closed,NERC,8/31/2010,Research Grant,Directed Pre FEC,4/1/2006,104953.97
Instrumentation Eng. & Dev.,University of Leeds,LEAD ORGANISATION,Mi,Wang,Chemical measurement,Closed,EPSRC,9/30/2010,Research Grant,Platform Grants (Pre-FEC),4/1/2006,266334.428
Biogeochemical Cycles,University College London (UCL),COLLABORATOR,Nigel,Harris,,Closed,NERC,3/31/2012,Research Grant,Standard Grants Pre FEC,4/1/2006,233151.75
Environment & Health,University of Plymouth,LEAD ORGANISATION,Vasyl,Vlasenko,Medical & health interface,Closed,NERC,4/2/2007,Research Grant,Small Grants (FEC),4/3/2006,46087.78
Palaeobiology,The Natural History Museum,LEAD ORGANISATION,Paul,Barrett,,Closed,NERC,12/2/2008,Research Grant,Standard Grants Pre FEC,4/3/2006,101661.46
Materials Synthesis & Growth,University of St Andrews,LEAD ORGANISATION,Douglas,Philp,Materials sciences,Closed,EPSRC,4/2/2009,Research Grant,Standard Research (Pre-FEC),4/3/2006,321381.3334
Land - Atmosphere Interactions,University of Leeds,LEAD ORGANISATION,Stephen,Sitch,,Closed,NERC,5/3/2013,Research Grant,Consortiums Pre FEC,4/4/2006,536705.98
Electronic Devices & Subsys.,Aston University,LEAD ORGANISATION,David,Lowe,Info. & commun. Technol.,Closed,EPSRC,4/4/2010,Research Grant,Standard Research (Pre-FEC),4/5/2006,241632.91
Materials Characterisation,DOWTY PROPELLERS,PROJECT PARTNER,Len,Gelman,Materials sciences,Closed,EPSRC,10/5/2009,Research Grant,Standard Research (Pre-FEC),4/6/2006,161819.66
Materials Characterisation,Queen Mary; University of London,LEAD ORGANISATION,Steffi,Krause,Materials sciences,Closed,EPSRC,4/10/2007,Research Grant,Standard Research (Pre-FEC),4/11/2006,62397.38
Tropospheric Processes,University of Leeds,LEAD ORGANISATION,John Adrian,Pyle,Atmospheric phys. & chemistry,Closed,NERC,6/16/2010,Research Grant,Directed Pre FEC,4/17/2006,261434.03
Design & Testing Technology,University of the West of England,LEAD ORGANISATION,Ian,Parmee,Manufacturing,Closed,EPSRC,10/19/2006,Research Grant,Standard Research (Pre-FEC),4/20/2006,5569.87
Data Handling & Storage,Redfern Optical Components,PROJECT PARTNER,Roger,Haynes,Astronomy Observation,Closed,STFC,4/23/2009,Research Grant,Standard,4/24/2006,578557.98
Materials Processing,University of Glasgow,LEAD ORGANISATION,John,Chapman,Materials processing,Closed,EPSRC,10/23/2009,Research Grant,Standard Research (Pre-FEC),4/24/2006,425308.6486
Palaeoenvironments,University of Southampton,LEAD ORGANISATION,Heiko,Pälike,Climate & climate change,Closed,NERC,4/25/2009,Research Grant,New Investigators Pre FEC,4/26/2006,36084.4
Multimedia,University of Oxford,LEAD ORGANISATION,Ian,Reid,,Closed,EPSRC,11/27/2008,Research Grant,Standard Research (Pre-FEC),4/28/2006,171593.1
Materials Synthesis & Growth,University of Oxford,LEAD ORGANISATION,John,Foord,Materials sciences,Closed,EPSRC,7/29/2007,Research Grant,Standard Research (Pre-FEC),4/30/2006,72076.7092
Artificial Intelligence,University of Edinburgh,LEAD ORGANISATION,Roy,McCasland,,Closed,EPSRC,7/31/2006,Research Grant,Standard Research,5/1/2006,21690.41
Materials Characterisation,European Science Foundation,PROJECT PARTNER,Paul,Warburton,Materials sciences,Closed,EPSRC,7/31/2006,Research Grant,Standard Research,5/1/2006,16873.2
Materials Characterisation,University of Leeds,LEAD ORGANISATION,Animesh,Jha,Materials sciences,Closed,EPSRC,11/30/2006,Research Grant,Standard Research,5/1/2006,33568.92
Image & Vision Computing,The University of Manchester,LEAD ORGANISATION,Anthony,Peyton,Info. & commun. Technol.,Closed,EPSRC,4/30/2007,Research Grant,Standard Research (Pre-FEC),5/1/2006,21314.207
Image & Vision Computing,Bangor University,LEAD ORGANISATION,Ludmila,Kuncheva,Info. & commun. Technol.,Closed,EPSRC,5/31/2007,Research Grant,Standard Research (Pre-FEC),5/1/2006,45783.42
Climate & Climate Change,University of Oxford,LEAD ORGANISATION,Beth,Shapiro,Climate & climate change,Closed,NERC,10/31/2007,Research Grant,Small Grants Pre FEC,5/1/2006,30919.05
Tropospheric Processes,University of Oxford,LEAD ORGANISATION,Roy,Grainger,Atmospheric phys. & chemistry,Closed,NERC,12/31/2007,Research Grant,Small Grants Pre FEC,5/1/2006,31070.41
Aerodynamics,Cardiff University,LEAD ORGANISATION,Christopher,Davies,Mechanical engineering,Closed,EPSRC,1/31/2008,Research Grant,Standard Research (Pre-FEC),5/1/2006,4936.55
Lasers & Optics,University of Bradford,LEAD ORGANISATION,Edward,Mallen,"Optics, photonics & lasers",Closed,EPSRC,4/30/2008,Research Grant,First Grant Scheme Pre-FEC,5/1/2006,120426.3
Fundamentals of Computing,The University of Manchester,LEAD ORGANISATION,Jonathan,Shapiro,Info. & commun. Technol.,Closed,EPSRC,2/28/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,71685.53
Climate & Climate Change,University of York,LEAD ORGANISATION,Mathew,Williams,Climate & climate change,Closed,NERC,4/30/2009,Research Grant,Directed Pre FEC,5/1/2006,89474.79
Networks & Distributed Systems,University of Edinburgh,LEAD ORGANISATION,Stephen,McLaughlin,,Closed,EPSRC,6/30/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,380443.57
Image & Vision Computing,New York Eye and Ear Infirmary,PROJECT PARTNER,Radu,Cucu,Info. & commun. Technol.,Closed,EPSRC,7/31/2009,Fellowship,Postdoc Research Fellowship,5/1/2006,265826.38
Materials Characterisation,University of Reading,LEAD ORGANISATION,Mark,Matsen,Materials sciences,Closed,EPSRC,8/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,108269.66
Algebra & Geometry,Imperial College London,LEAD ORGANISATION,Simon,Donaldson,,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,172479.36
Materials Characterisation,University College London,LEAD ORGANISATION,Ian,Robinson,Materials sciences,Closed,EPSRC,9/30/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,346253.01
Optoelect. Devices & Circuits,Her Majesty's Government Communications,COLLABORATOR,Ian,Henning,Electrical engineering,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,1182841.927
Optical Communications,Her Majesty's Government Communications,COLLABORATOR,Edmund Harold,Linfield,Info. & commun. Technol.,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,260889.3352
Image & Vision Computing,Heriot-Watt University,LEAD ORGANISATION,Mike,Chantler,Info. & commun. Technol.,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,261567.8
Materials Characterisation,University College London,LEAD ORGANISATION,Alexander,Seifalian,Materials sciences,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,197748.65
Separation processes,Polymer Laboratories Ltd,PROJECT PARTNER,Farzin,Farzaneh,,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,200131.29
Optical Communications,Her Majesty's Government Communications,PROJECT PARTNER,D,Allsopp,Info. & commun. Technol.,Closed,EPSRC,10/31/2009,Research Grant,Standard Research (Pre-FEC),5/1/2006,236177.6884
Tectonic Processes,University of Leeds,LEAD ORGANISATION,Robert,Cliff,Geosciences,Closed,NERC,12/31/2009,Research Grant,Small Grants (FEC),5/1/2006,43104.93
Climate & Climate Change,DAMPT Cambridge,PROJECT PARTNER,Andrea,Jackson,Climate & climate change,Closed,NERC,1/31/2010,Research Grant,Standard Grants Pre FEC,5/1/2006,213262.06
Combinatorial Chemistry,University of Cambridge,LEAD ORGANISATION,Chris,Abell,,Closed,EPSRC,10/31/2010,Research Grant,Standard Research (Pre-FEC),5/1/2006,4847472.415
Optical Devices & Subsystems,City University London,LEAD ORGANISATION,Kenneth,Grattan,Electrical engineering,Closed,EPSRC,2/1/2007,Research Grant,Overseas Travel Grants Pre-FEC,5/2/2006,16751.28
